tier,id,name,address,province,local_image_count,status,image_files
2,DB_0058,A Pa Chải,"Sín Thầu, Mường Nhé, Điện Biên",Điện Biên,3,has_3_plus,data/image_pipeline/downloaded/optimized/DB_0058/DB_0058_01.webp|data/image_pipeline/downloaded/optimized/DB_0058/DB_0058_02.webp|data/image_pipeline/downloaded/optimized/DB_0058/DB_0058_03.webp
2,DB_0035,Suối khoáng nóng Hua Pe,"Thanh Luông, Điện Biên, Điện Biên",Điện Biên,4,has_3_plus,data/image_pipeline/downloaded/optimized/DB_0035/DB_0035_01.webp|data/image_pipeline/downloaded/optimized/DB_0035/DB_0035_02.webp|data/image_pipeline/downloaded/optimized/DB_0035/DB_0035_03.webp|data/image_pipeline/downloaded/optimized/DB_0035/DB_0035_04.webp
2,DB_0075,Động Pa Thơm,"Pa Thơm, Điện Biên, Điện Biên",Điện Biên,4,has_3_plus,data/image_pipeline/downloaded/optimized/DB_0075/DB_0075_01.webp|data/image_pipeline/downloaded/optimized/DB_0075/DB_0075_02.webp|data/image_pipeline/downloaded/optimized/DB_0075/DB_0075_03.webp|data/image_pipeline/downloaded/optimized/DB_0075/DB_0075_04.webp
2,LC_0021,Động Tiên Sơn,"Bình Lư, Tam Đường, Lai Châu",Lai Châu,4,has_3_plus,data/image_pipeline/downloaded/optimized/LC_0021/LC_0021_01.webp|data/image_pipeline/downloaded/optimized/LC_0021/LC_0021_02.webp|data/image_pipeline/downloaded/optimized/LC_0021/LC_0021_03.webp|data/image_pipeline/downloaded/optimized/LC_0021/LC_0021_04.webp
2,LC_0001,Đèo Ô Quy Hồ,"Quốc lộ 4D, Tam Đường, Lai Châu",Lai Châu,3,has_3_plus,data/image_pipeline/downloaded/optimized/LC_0001/LC_0001_01.webp|data/image_pipeline/downloaded/optimized/LC_0001/LC_0001_02.webp|data/image_pipeline/downloaded/optimized/LC_0001/LC_0001_03.webp
2,LC_0017,Cao nguyên Sìn Hồ,"Sìn Hồ, Lai Châu",Lai Châu,3,has_3_plus,data/image_pipeline/downloaded/optimized/LC_0017/LC_0017_02.webp|data/image_pipeline/downloaded/optimized/LC_0017/LC_0017_03.webp|data/image_pipeline/downloaded/optimized/LC_0017/LC_0017_04.webp
2,LC_0014,Bạch Mộc Lương Tử,"Hoàng Liên Sơn, Phong Thổ, Lai Châu",Lai Châu,1,has_1,data/image_pipeline/downloaded/optimized/LC_0014/LC_0014_01.webp
2,LC_0010,Pu Ta Leng,"Hồ Thầu, Tam Đường, Lai Châu",Lai Châu,1,has_1,data/image_pipeline/downloaded/optimized/LC_0010/LC_0010_01.webp
2,LC_0009,Thác Tác Tình,"Bình Lư, Tam Đường, Lai Châu",Lai Châu,0,missing,
2,LC_0003,Cầu kính Rồng Mây,"Sơn Bình, Tam Đường, Lai Châu",Lai Châu,0,missing,
2,LC_0064,Bản Sin Suối Hồ,"Sin Suối Hồ, Phong Thổ, Lai Châu",Lai Châu,0,missing,
2,YB_0001,Ruộng bậc thang Mù Cang Chải,"Mù Cang Chải, Yên Bái",Yên Bái,3,has_3_plus,data/image_pipeline/downloaded/optimized/YB_0001/YB_0001_01.webp|data/image_pipeline/downloaded/optimized/YB_0001/YB_0001_02.webp|data/image_pipeline/downloaded/optimized/YB_0001/YB_0001_03.webp
2,YB_0010,Đèo Khau Phạ,"Quốc lộ 32, Mù Cang Chải, Yên Bái",Yên Bái,0,missing,
2,YB_0099,Tú Lệ,"Tú Lệ, Văn Chấn, Yên Bái",Yên Bái,0,missing,
2,YB_0031,Suối Giàng,"Suối Giàng, Văn Chấn, Yên Bái",Yên Bái,1,has_1,data/image_pipeline/downloaded/optimized/YB_0031/YB_0031_01.webp
2,YB_0021,Hồ Thác Bà,"Yên Bình, Yên Bái",Yên Bái,0,missing,
2,YB_0038,Tà Chì Nhù,"Xà Hồ, Trạm Tấu, Yên Bái",Yên Bái,0,missing,
2,YB_0014,Bản Lìm Mông,"Cao Phạ, Mù Cang Chải, Yên Bái",Yên Bái,0,missing,
2,YB_0044,Nghĩa Lộ,"Nghĩa Lộ, Yên Bái",Yên Bái,0,missing,
2,PTO_0009,Bảo tàng Hùng Vương tại Đền Hùng,"Khu di tích Đền Hùng, Việt Trì, Phú Thọ",Phú Thọ,0,missing,
2,PTO_0059,Đầm Ao Châu,"Hạ Hòa, Phú Thọ",Phú Thọ,0,missing,
2,PTO_0043,Vườn quốc gia Xuân Sơn,"Tân Sơn, Phú Thọ",Phú Thọ,0,missing,
2,PTO_0034,Đảo Ngọc Xanh,"La Phù, Thanh Thủy, Phú Thọ",Phú Thọ,0,missing,
2,PTO_0060,Đền Mẫu Âu Cơ,"Hiền Lương, Hạ Hòa, Phú Thọ",Phú Thọ,0,missing,
2,PTO_0105,Hồ Ly,"Yên Lập, Phú Thọ",Phú Thọ,5,has_3_plus,data/image_pipeline/downloaded/optimized/PTO_0105/PTO_0105_01.webp|data/image_pipeline/downloaded/optimized/PTO_0105/PTO_0105_02.webp|data/image_pipeline/downloaded/optimized/PTO_0105/PTO_0105_03.webp|data/image_pipeline/downloaded/optimized/PTO_0105/PTO_0105_04.webp|data/image_pipeline/downloaded/optimized/PTO_0105/PTO_0105_05.webp
2,PTO_0111,Thác Mơ Thanh Sơn,"Thanh Sơn, Phú Thọ",Phú Thọ,0,missing,
2,PTO_0101,Đền Bạch Hạc,"Bạch Hạc, Việt Trì, Phú Thọ",Phú Thọ,0,missing,
2,ha-noi__chua-huong,Chùa Hương,"Hương Sơn, Mỹ Đức, Hà Nội",Hà Nội,0,missing,
2,ha-noi__lang-co-duong-lam,Làng cổ Đường Lâm,"Đường Lâm, Sơn Tây, Hà Nội",Hà Nội,0,missing,
2,ha-noi__vuon-quoc-gia-ba-vi,Vườn quốc gia Ba Vì,"Tản Lĩnh, Ba Vì, Hà Nội",Hà Nội,0,missing,
2,ha-noi__thien-son-suoi-nga,Thiên Sơn - Suối Ngà,"Vân Hòa, Ba Vì, Hà Nội",Hà Nội,0,missing,
2,ha-noi__khoang-xanh-suoi-tien,Khoang Xanh - Suối Tiên,"Vân Hòa, Ba Vì, Hà Nội",Hà Nội,0,missing,
2,ha-noi__lang-gom-bat-trang,Làng gốm Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",Hà Nội,0,missing,
2,ha-noi__lang-lua-van-phuc,Làng lụa Vạn Phúc,"Vạn Phúc, Hà Đông, Hà Nội",Hà Nội,0,missing,
2,ha-noi__nha-tu-hoa-lo,Nhà tù Hỏa Lò,"1 Hỏa Lò, Hoàn Kiếm, Hà Nội",Hà Nội,0,missing,
2,ha-noi__nha-hat-lon-ha-noi,Nhà hát Lớn Hà Nội,"1 Tràng Tiền, Hoàn Kiếm, Hà Nội",Hà Nội,0,missing,
2,ha-noi__cau-long-bien,Cầu Long Biên,"Cầu Long Biên, Hà Nội",Hà Nội,0,missing,
2,ha-noi__den-ngoc-son,Đền Ngọc Sơn,"Đảo Ngọc, Hồ Hoàn Kiếm, Hoàn Kiếm, Hà Nội",Hà Nội,0,missing,
2,ha-noi__chua-mot-cot,Chùa Một Cột,"Phố Chùa Một Cột, Ba Đình, Hà Nội",Hà Nội,0,missing,
2,ha-noi__ho-tay,Hồ Tây,"Quận Tây Hồ, Hà Nội",Hà Nội,0,missing,
2,ha-noi__lang-van-hoa-du-lich-cac-dan-toc-viet-nam,Làng văn hóa - du lịch các dân tộc Việt Nam,"Đồng Mô, Sơn Tây, Hà Nội",Hà Nội,0,missing,
2,BDU_0001,Khu du lịch Đại Nam,"Hiệp An, Thủ Dầu Một, Bình Dương",Bình Dương,0,missing,
2,BDU_0006,Chùa Hội Khánh,"Thủ Dầu Một, Bình Dương",Bình Dương,0,missing,
2,BDU_0050,Làng tre Phú An,"Phú An, Bến Cát, Bình Dương",Bình Dương,0,missing,
2,BDU_0010,Nhà thờ Chánh tòa Phú Cường,"Thủ Dầu Một, Bình Dương",Bình Dương,0,missing,
2,BDU_0045,Chợ Dầu Tiếng,"Dầu Tiếng, Bình Dương",Bình Dương,0,missing,
2,BDU_0035,Khu du lịch Thủy Châu,"Dĩ An, Bình Dương",Bình Dương,5,has_3_plus,data/image_pipeline/downloaded/optimized/BDU_0035/BDU_0035_01.webp|data/image_pipeline/downloaded/optimized/BDU_0035/BDU_0035_02.webp|data/image_pipeline/downloaded/optimized/BDU_0035/BDU_0035_03.webp|data/image_pipeline/downloaded/optimized/BDU_0035/BDU_0035_04.webp|data/image_pipeline/downloaded/optimized/BDU_0035/BDU_0035_05.webp
2,BDU_0008,Chùa Bà Thiên Hậu Bình Dương,"Thủ Dầu Một, Bình Dương",Bình Dương,0,missing,
2,HCM_0063,Địa đạo Củ Chi,"Phú Hiệp, Củ Chi, TP Hồ Chí Minh",TP Hồ Chí Minh,5,has_3_plus,data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_01.webp|data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_02.webp|data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_03.webp|data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_04.webp|data/image_pipeline/downloaded/optimized/HCM_0063/HCM_0063_05.webp
2,HCM_0013,Bảo tàng Chứng tích Chiến tranh,"28 Võ Văn Tần, Quận 3, TP Hồ Chí Minh",TP Hồ Chí Minh,2,has_2,data/image_pipeline/downloaded/optimized/HCM_0013/HCM_0013_01.webp|data/image_pipeline/downloaded/optimized/HCM_0013/HCM_0013_03.webp
2,HCM_0006,Phố đi bộ Nguyễn Huệ,"Nguyễn Huệ, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,HCM_0008,Bitexco Financial Tower Saigon Skydeck,"2 Hải Triều, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,3,has_3_plus,data/image_pipeline/downloaded/optimized/HCM_0008/HCM_0008_01.webp|data/image_pipeline/downloaded/optimized/HCM_0008/HCM_0008_03.webp|data/image_pipeline/downloaded/optimized/HCM_0008/HCM_0008_04.webp
2,HCM_0074,Landmark 81 Park,"Vinhomes Central Park, Bình Thạnh, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,HCM_0033,Chợ Bình Tây,"57A Tháp Mười, Quận 6, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,HCM_0034,Khu phố Chợ Lớn,"Quận 5 - Quận 6, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,HCM_0010,Công viên Bến Bạch Đằng,"Bến Bạch Đằng, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,HCM_0075,Thảo Cầm Viên Sài Gòn,"2 Nguyễn Bỉnh Khiêm, Quận 1, TP Hồ Chí Minh",TP Hồ Chí Minh,1,has_1,data/image_pipeline/downloaded/optimized/HCM_0075/HCM_0075_03.webp
2,HCM_0052,Khu du lịch Suối Tiên,"120 Xa lộ Hà Nội, Thủ Đức, TP Hồ Chí Minh",TP Hồ Chí Minh,1,has_1,data/image_pipeline/downloaded/optimized/HCM_0052/HCM_0052_02.webp
2,HCM_0049,Công viên Văn hóa Đầm Sen,"3 Hòa Bình, Quận 11, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,HCM_0085,Rừng Sác Cần Giờ,"Cần Giờ, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,HCM_0090,Đảo Thạnh An,"Thạnh An, Cần Giờ, TP Hồ Chí Minh",TP Hồ Chí Minh,0,missing,
2,TN_0001,Núi Bà Đen,"TP Tây Ninh, Tây Ninh",Tây Ninh,0,missing,
2,TN_0009,Nội ô Tòa Thánh Cao Đài,"Hòa Thành, Tây Ninh",Tây Ninh,0,missing,
2,TN_0014,Hồ Núi Đá Ma Thiên Lãnh,"TP Tây Ninh, Tây Ninh",Tây Ninh,0,missing,
2,TN_0018,Bến hồ Dầu Tiếng Tây Ninh,"Dương Minh Châu, Tây Ninh",Tây Ninh,4,has_3_plus,data/image_pipeline/downloaded/optimized/TN_0018/TN_0018_01.webp|data/image_pipeline/downloaded/optimized/TN_0018/TN_0018_02.webp|data/image_pipeline/downloaded/optimized/TN_0018/TN_0018_03.webp|data/image_pipeline/downloaded/optimized/TN_0018/TN_0018_04.webp
2,TN_0035,Cửa khẩu Mộc Bài,"Bến Cầu, Tây Ninh",Tây Ninh,3,has_3_plus,data/image_pipeline/downloaded/optimized/TN_0035/TN_0035_01.webp|data/image_pipeline/downloaded/optimized/TN_0035/TN_0035_02.webp|data/image_pipeline/downloaded/optimized/TN_0035/TN_0035_03.webp
2,TN_0026,Vườn quốc gia Lò Gò - Xa Mát,"Tân Biên, Tây Ninh",Tây Ninh,3,has_3_plus,data/image_pipeline/downloaded/optimized/TN_0026/TN_0026_01.webp|data/image_pipeline/downloaded/optimized/TN_0026/TN_0026_02.webp|data/image_pipeline/downloaded/optimized/TN_0026/TN_0026_03.webp
2,TN_0033,Tháp cổ Bình Thạnh,"Trảng Bàng, Tây Ninh",Tây Ninh,4,has_3_plus,data/image_pipeline/downloaded/optimized/TN_0033/TN_0033_01.webp|data/image_pipeline/downloaded/optimized/TN_0033/TN_0033_02.webp|data/image_pipeline/downloaded/optimized/TN_0033/TN_0033_03.webp|data/image_pipeline/downloaded/optimized/TN_0033/TN_0033_04.webp
2,TN_0053,Chùa Gò Kén,"Hòa Thành, Tây Ninh",Tây Ninh,4,has_3_plus,data/image_pipeline/downloaded/optimized/TN_0053/TN_0053_01.webp|data/image_pipeline/downloaded/optimized/TN_0053/TN_0053_02.webp|data/image_pipeline/downloaded/optimized/TN_0053/TN_0053_03.webp|data/image_pipeline/downloaded/optimized/TN_0053/TN_0053_04.webp
2,DNai_0001,Khu du lịch Bửu Long,"Biên Hòa, Đồng Nai",Đồng Nai,1,has_1,data/image_pipeline/downloaded/optimized/DNai_0001/DNai_0001_01.webp
2,DNai_0026,Vườn quốc gia Cát Tiên,"Tân Phú, Đồng Nai",Đồng Nai,4,has_3_plus,data/image_pipeline/downloaded/optimized/DNai_0026/DNai_0026_01.webp|data/image_pipeline/downloaded/optimized/DNai_0026/DNai_0026_02.webp|data/image_pipeline/downloaded/optimized/DNai_0026/DNai_0026_03.webp|data/image_pipeline/downloaded/optimized/DNai_0026/DNai_0026_04.webp
2,DNai_0040,Thác Giang Điền,"Trảng Bom, Đồng Nai",Đồng Nai,1,has_1,data/image_pipeline/downloaded/optimized/DNai_0040/DNai_0040_01.webp
2,DNai_0037,Đá Ba Chồng,"Định Quán, Đồng Nai",Đồng Nai,0,missing,
2,DNai_0059,Núi Chứa Chan,"Xuân Lộc, Đồng Nai",Đồng Nai,0,missing,
2,DNai_0018,Hồ Trị An,"Vĩnh Cửu - Định Quán, Đồng Nai",Đồng Nai,0,missing,
2,DNai_0067,Làng bưởi Tân Triều,"Vĩnh Cửu, Đồng Nai",Đồng Nai,0,missing,
2,DNai_0016,Khu du lịch Sơn Tiên,"Biên Hòa, Đồng Nai",Đồng Nai,0,missing,
2,DNai_0012,Cù lao Phố,"Biên Hòa, Đồng Nai",Đồng Nai,0,missing,
2,DNai_0027,Nam Cát Tiên,"Tân Phú, Đồng Nai",Đồng Nai,0,missing,
2,BRVT_0008,Cáp treo Hồ Mây,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,0,missing,
2,BRVT_0010,Mũi Nghinh Phong,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,0,missing,
2,BRVT_0001,Bãi Sau Vũng Tàu,"Thùy Vân, TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,0,missing,
2,BRVT_0002,Bãi Trước Vũng Tàu,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,0,missing,
2,BRVT_0013,Hòn Bà Vũng Tàu,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,0,missing,
2,BRVT_0012,Đồi Con Heo,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,5,has_3_plus,data/image_pipeline/downloaded/optimized/BRVT_0012/BRVT_0012_01.webp|data/image_pipeline/downloaded/optimized/BRVT_0012/BRVT_0012_02.webp|data/image_pipeline/downloaded/optimized/BRVT_0012/BRVT_0012_03.webp|data/image_pipeline/downloaded/optimized/BRVT_0012/BRVT_0012_04.webp|data/image_pipeline/downloaded/optimized/BRVT_0012/BRVT_0012_05.webp
2,BRVT_0019,Marina Vũng Tàu,"TP Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,5,has_3_plus,data/image_pipeline/downloaded/optimized/BRVT_0019/BRVT_0019_01.webp|data/image_pipeline/downloaded/optimized/BRVT_0019/BRVT_0019_02.webp|data/image_pipeline/downloaded/optimized/BRVT_0019/BRVT_0019_03.webp|data/image_pipeline/downloaded/optimized/BRVT_0019/BRVT_0019_04.webp|data/image_pipeline/downloaded/optimized/BRVT_0019/BRVT_0019_05.webp
2,BRVT_0034,Biển Long Hải,"Long Hải, Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,2,has_2,data/image_pipeline/downloaded/optimized/BRVT_0034/BRVT_0034_01.webp|data/image_pipeline/downloaded/optimized/BRVT_0034/BRVT_0034_02.webp
2,BRVT_0035,Dinh Cô Long Hải,"Long Hải, Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,4,has_3_plus,data/image_pipeline/downloaded/optimized/BRVT_0035/BRVT_0035_01.webp|data/image_pipeline/downloaded/optimized/BRVT_0035/BRVT_0035_02.webp|data/image_pipeline/downloaded/optimized/BRVT_0035/BRVT_0035_03.webp|data/image_pipeline/downloaded/optimized/BRVT_0035/BRVT_0035_04.webp
2,BRVT_0036,Đèo Nước Ngọt,"Long Hải, Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,4,has_3_plus,data/image_pipeline/downloaded/optimized/BRVT_0036/BRVT_0036_01.webp|data/image_pipeline/downloaded/optimized/BRVT_0036/BRVT_0036_02.webp|data/image_pipeline/downloaded/optimized/BRVT_0036/BRVT_0036_03.webp|data/image_pipeline/downloaded/optimized/BRVT_0036/BRVT_0036_04.webp
